成交小区,成交价（万元）,成交楼层,单价每平（元）,朝向,成交时间
信江西路146号 2室2厅 69.23平米,32,高楼层(共7层) 暂无数据,4565,东南|简装,2021.03.05
,,,,,
江南人家 3室2厅 126.22平米,83,高楼层(共7层) 板楼,6576,南|精装,2021.03.05
,,,,,
万达晶座 1室1厅 36平米,27,中楼层(共29层) 塔楼,7362,北|精装,2021.03.05
,,,,,
阳光时代 1室1厅 42.33平米,29,低楼层(共26层) 平房,6851,南|精装,2021.03.05
,,,,,
和锦園 3室2厅 102.7平米,77,高楼层(共6层) 板楼,7449,南|毛坯,2021.03.05
,,,,,
友邦壹号公馆 3室2厅 97平米,107,高楼层(共31层) 板塔结合,11031,南北|毛坯,2021.03.05
,,,,,
大学春城 2室2厅 43.93平米,42,低楼层(共11层) 塔楼,9561,南|精装,2021.03.04
,,,,,
和锦園 4室2厅 116平米,101,中楼层(共5层) 板楼,8690,南|毛坯,2021.03.04
,,,,,
友邦玫瑰公馆 3室2厅 101.23平米,73,高楼层(共33层) 板楼,7162,南|毛坯,2021.03.04
,,,,,
汇成·凡尔赛 3室2厅 87.6平米,83,高楼层(共18层) 板楼,9418,南|毛坯,2021.03.04
,,,,,
美地印象 3室2厅 108.97平米,70,中楼层(共16层) 板塔结合,6424,南|毛坯,2021.03.04
,,,,,
五三小区 2室1厅 46.04平米,46,中楼层(共7层) 板楼,9992,南|简装,2021.03.04
,,,,,
龙湖一品 3室2厅 120平米,118,中楼层(共11层) 板楼,9834,南|毛坯,2021.03.04
,,,,,
螺丝山路 1室1厅 40.47平米,36,高楼层(共6层) 暂无数据,8847,南|简装,2021.03.04
,,,,,
龙湖一品 3室2厅 129平米,142,高楼层(共6层) 板楼,11008,南|毛坯,2021.03.04
,,,,,
翼天学府 5室2厅 126平米,155,高楼层(共17层) 塔楼,12302,南北|其他,2021.03.03
,,,,,
友邦壹号公馆 3室2厅 95平米,107,低楼层(共32层) 板塔结合,11264,南|毛坯,2021.03.03
,,,,,
龙华世纪城 3室2厅 107.39平米,83,中楼层(共31层) 板塔结合,7683,南|毛坯,2021.03.03
,,,,,
美地印象 2室2厅 81.98平米,58,高楼层(共24层) 板塔结合,6990,南|毛坯,2021.03.03
,,,,,
明珠家园 3室2厅 137.32平米,68,中楼层(共8层) 板塔结合,4952,南|精装,2021.03.03
,,,,,
万力时代东区 3室2厅 130.81平米,167,高楼层(共30层) 板楼,12737,南|毛坯,2021.03.03
,,,,,
八角塘1号 1室1厅 43.65平米,28,低楼层(共6层) 板楼,6301,西南|简装,2021.03.03
,,,,,
明珠广场 4室2厅 113.58平米,59,高楼层(共14层) 板楼,5195,南|毛坯,2021.03.03
,,,,,
红海外滩 3室2厅 89.59平米,80,高楼层(共21层) 板楼,8930,南|精装,2021.03.03
,,,,,
永利滨江御景园一期 4室3厅 143.55平米,138,中楼层(共5层) 板楼,9614,南|毛坯,2021.03.03
,,,,,
普济巷 2室2厅 84平米,74,中楼层(共4层) 暂无数据,8750,南|简装,2021.03.03
,,,,,
中梁翼天首府 3室2厅 108.91平米,82,中楼层(共31层) 暂无数据,7530,南|毛坯,2021.03.03
,,,,,
美地印象 4室2厅 143.66平米,80,高楼层(共11层) 板塔结合,5569,南|毛坯,2021.03.03
,,,,,
博能信江府 3室2厅 98.63平米,81,高楼层(共29层) 暂无数据,8172,南|毛坯,2021.03.02
,,,,,
樱花半岛 3室2厅 97.99平米,85,高楼层(共17层) 板楼,8675,南|毛坯,2021.03.02
,,,,,
亿升滨江花园 3室2厅 101.8平米,97,高楼层(共32层) 板楼,9480,南|毛坯,2021.03.02
,,,,,
绿野春天 3室2厅 128平米,78,中楼层(共7层) 板楼,6079,南|简装,2021.03.02
,,,,,
汇成·凡尔赛 3室2厅 87.59平米,83,高楼层(共18层) 板楼,9431,南|毛坯,2021.03.02
,,,,,
罗桥街道办文家166号 2室2厅 104平米,43,中楼层(共5层) 板楼,4097,南|毛坯,2021.03.02
,,,,,
瀚林印象 3室2厅 143.94平米,98,低楼层(共27层) 板楼,6795,东南|简装,2021.03.02
,,,,,
美地印象 2室2厅 89平米,61,中楼层(共11层) 板塔结合,6809,南|精装,2021.03.02
,,,,,
螺丝山路 3室1厅 76.18平米,60,中楼层(共6层) 板楼,7877,南|简装,2021.03.02
,,,,,
龙华世纪城 3室2厅 107.95平米,83,高楼层(共31层) 板塔结合,7689,南|毛坯,2021.03.02
,,,,,
金龙城 1室1厅 38.84平米,50,高楼层(共11层) 板楼,12745,南|精装,2021.03.02
,,,,,
五三小区 2室1厅 58.22平米,58,低楼层(共7层) 板楼,9928,南|简装,2021.03.02
,,,,,
红海外滩 4室2厅 125平米,115,高楼层(共31层) 板塔结合,9200,南|毛坯,2021.03.01
,,,,,
龙华世纪城 3室2厅 126平米,95,高楼层(共32层) 板楼,7508,北南|毛坯,2021.03.01
,,,,,
螺丝山路 2室1厅 50.1平米,43,中楼层(共6层) 板楼,8543,南北|简装,2021.03.01
,,,,,
阳光福邸 3室2厅 136.79平米,102,高楼层(共13层) 板塔结合,7399,南|精装,2021.03.01
,,,,,
金峰商城 3室2厅 138平米,74,高楼层(共6层) 暂无数据,5327,南|精装,2021.03.01
,,,,,
友邦壹号公馆 5室2厅 239.81平米,260,低楼层(共30层) 板塔结合,10829,东南|毛坯,2021.03.01
,,,,,
天一尊邸 2室2厅 98.13平米,58,低楼层(共18层) 板楼,5911,南|简装,2021.02.28
,,,,,
兴业豪苑 3室2厅 144平米,132,中楼层(共25层) 板塔结合,9167,南|精装,2021.02.28
,,,,,
现代城 3室2厅 126.83平米,95,中楼层(共6层) 板塔结合,7491,南|精装,2021.02.28
,,,,,
龙华世纪城 2室2厅 86平米,73,高楼层(共32层) 板楼,8431,南|毛坯,2021.02.28
,,,,,
永隆米兰春天 1室1厅 55平米,58,中楼层(共22层) 板楼,10455,南|精装,2021.02.28
,,,,,
信州壹号 4室2厅 138.19平米,105,高楼层(共32层) 板塔结合,7599,南|毛坯,2021.02.28
,,,,,
亿升滨江花园 4室2厅 141.75平米,171,中楼层(共29层) 塔楼,12050,南北|毛坯,2021.02.28
,,,,,
建亨上东城 3室2厅 116.72平米,81,中楼层(共11层) 板楼,6940,南|其他,2021.02.28
,,,,,
滨江上城 5室2厅 209.45平米,168,低楼层(共4层) 板楼,8022,南北|毛坯,2021.02.28
,,,,,
书香名苑 2室2厅 94.58平米,74,中楼层(共18层) 暂无数据,7825,南|毛坯,2021.02.27
,,,,,
八角塘1号 2室2厅 60平米,40,低楼层(共3层) 板楼,6567,南|简装,2021.02.27
,,,,,
北星金桂园 3室2厅 113平米,78,低楼层(共6层) 塔楼,6903,南北|简装,2021.02.27
,,,,,
翰林华府 1室1厅 62.09平米,62,中楼层(共18层) 板楼,9986,南北|精装,2021.02.27
,,,,,
阳光时代 2室2厅 77平米,63,高楼层(共31层) 板楼,8182,南|精装,2021.02.27
,,,,,
蓝山国际 1室1厅 41.77平米,44,中楼层(共18层) 板楼,10534,南|其他,2021.02.27
,,,,,
江南商贸城 3室2厅 103.08平米,76,中楼层(共5层) 板楼,7354,南|精装,2021.02.27
,,,,,
金洋帆名邸 3室2厅 130平米,98,中楼层(共30层) 板楼,7539,西南|其他,2021.02.27
,,,,,
金苑小区 3室2厅 137平米,92,中楼层(共7层) 暂无数据,6716,南|简装,2021.02.26
,,,,,
五三大道29号 1室1厅 37平米,40,低楼层(共1层) 暂无数据,10703,南|简装,2021.02.26
,,,,,
友邦壹号公馆 3室2厅 120平米,133,中楼层(共32层) 板塔结合,11067,南|毛坯,2021.02.26
,,,,,
东方帝景 3室2厅 139平米,118,中楼层(共11层) 板楼,8490,南北|精装,2021.02.26
,,,,,
博园湾 3室2厅 125.87平米,70,中楼层(共9层) 暂无数据,5562,南北|毛坯,2021.02.26
,,,,,
天骄家园 2室2厅 89平米,65,中楼层(共7层) 平房,7193,南北|简装,2021.02.25
,,,,,
公园道1号 4室2厅 170平米,153,中楼层(共17层) 板楼,8948,南|毛坯,2021.02.25
,,,,,
奥林至尊 2室2厅 98.44平米,90,高楼层(共31层) 板楼,9143,南|精装,2021.02.25
,,,,,
大学春城 3室2厅 89.42平米,78,低楼层(共6层) 板楼,8723,南|精装,2021.02.25
,,,,,
亿升滨江花园 4室2厅 141.53平米,139,低楼层(共33层) 板楼,9822,南北|毛坯,2021.02.25
,,,,,
铁路新村 2室2厅 51.52平米,47,中楼层(共6层) 暂无数据,9084,南|简装,2021.02.25
,,,,,
名江丽景花园A区 3室2厅 127平米,88,中楼层(共12层) 暂无数据,6890,南北|精装,2021.02.24
,,,,,
龙湖一品 2室2厅 58.62平米,78,高楼层(共17层) 板楼,13307,南北|精装,2021.02.24
,,,,,
名江丽景花园 3室2厅 277.16平米,165,低楼层(共6层) 板楼,5954,南|其他,2021.02.24
,,,,,
博能信江府 3室2厅 123.23平米,97,高楼层(共32层) 板楼,7840,南北|毛坯,2021.02.24
,,,,,
亿豪星城 3室2厅 111.55平米,91,中楼层(共20层) 塔楼,8140,南|毛坯,2021.02.24
,,,,,
恒大名都 4室2厅 139.38平米,150,中楼层(共31层) 暂无数据,10762,南|其他,2021.02.24
,,,,,
天骄家园 2室2厅 102.96平米,80,中楼层(共7层) 板楼,7771,南北|精装,2021.02.24
,,,,,
万达华府 3室2厅 88.15平米,115,中楼层(共32层) 板楼,13046,南|毛坯,2021.02.24
,,,,,
花郡 4室2厅 142.95平米,139,低楼层(共24层) 塔楼,9689,南|精装,2021.02.24
,,,,,
奥林至尊 2室2厅 100.99平米,76,高楼层(共19层) 板楼,7526,南|毛坯,2021.02.24
,,,,,
地矿局赣东北大队宿舍 2室2厅 81.3平米,50,高楼层(共7层) 板楼,6151,南北|简装,2021.02.24
,,,,,
凤凰首府 3室2厅 118平米,80,低楼层(共7层) 板楼,6746,南|精装,2021.02.24
,,,,,
地委大院 2室1厅 54.48平米,56,低楼层(共6层) 板楼,10188,南|简装,2021.02.23
,,,,,
滨江西路30号 2室2厅 90平米,67,中楼层(共8层) 塔楼,7356,东南|精装,2021.02.23
,,,,,
秀水园 2室1厅 89.73平米,63,中楼层(共17层) 板楼,6966,南北|精装,2021.02.23
,,,,,
汇成·凡尔赛 3室2厅 106平米,102,中楼层(共30层) 暂无数据,9623,南|毛坯,2021.02.23
,,,,,
万和·九龙湖 8室5厅 319.44平米,630,低楼层(共3层) 塔楼,19723,南北|毛坯,2021.02.23
,,,,,
嘉怡华府 3室2厅 105.8平米,105,高楼层(共7层) 塔楼,9925,南|毛坯,2021.02.23
,,,,,
何家岭巷82号 2室1厅 63.13平米,55,中楼层(共5层) 暂无数据,8633,南|毛坯,2021.02.23
,,,,,
阳光福邸 3室2厅 138.06平米,119,低楼层(共11层) 板塔结合,8591,南|其他,2021.02.23
,,,,,
大学春城 3室2厅 112.5平米,75,低楼层(共13层) 板楼,6667,南|毛坯,2021.02.23
,,,,,
友邦玫瑰公馆 3室2厅 114.56平米,83,中楼层(共33层) 板塔结合,7202,南|毛坯,2021.02.23
,,,,,
万达华府 3室2厅 88平米,113,中楼层(共32层) 板楼,12841,南|毛坯,2021.02.23
,,,,,
汇成·凡尔赛 3室2厅 87.73平米,88,低楼层(共18层) 暂无数据,10031,南|精装,2021.02.22
,,,,,
县工行 2室2厅 66平米,42,中楼层(共7层) 板楼,6288,南北|简装,2021.02.22
,,,,,
鹏辉中粮广场 4室2厅 121.76平米,146,中楼层(共28层) 板楼,11950,南|精装,2021.02.22
,,,,,
友邦壹号公馆 3室2厅 120.7平米,116,低楼层(共29层) 板塔结合,9611,南|毛坯,2021.02.22
,,,,,
筑城家园 3室2厅 102.7平米,62,中楼层(共7层) 板楼,6038,南|精装,2021.02.22
,,,,,
阳光水岸一期 3室2厅 111.41平米,105,中楼层(共27层) 板楼,9407,南北|毛坯,2021.02.22
,,,,,
中航城波波里花园 3室2厅 123平米,106,中楼层(共21层) 板楼,8618,南|毛坯,2021.02.22
,,,,,
钟亭小区 3室1厅 64平米,74,中楼层(共7层) 板楼,11532,南|简装,2021.02.22
,,,,,
汇成·凡尔赛 4室2厅 140.44平米,130,中楼层(共30层) 板楼,9243,南北|毛坯,2021.02.22
,,,,,
南门路70号 2室1厅 78.5平米,42,中楼层(共6层) 暂无数据,5351,南|简装,2021.02.22
,,,,,
水南街403号 3室2厅 102.44平米,64,中楼层(共6层) 暂无数据,6248,南北|精装,2021.02.22
,,,,,
亿升滨江花园 2室2厅 72.87平米,79,中楼层(共29层) 塔楼,10842,南|精装,2021.02.21
,,,,,
恒安领寓 3室2厅 107平米,63,高楼层(共15层) 暂无数据,5870,南|毛坯,2021.02.21
,,,,,
融晖城 1室1厅 51.43平米,55,中楼层(共29层) 板楼,10597,北|其他,2021.02.21
,,,,,
黄金水岸 2室2厅 90平米,81,中楼层(共18层) 板塔结合,8978,南|精装,2021.02.21
,,,,,
和锦園 4室2厅 116.13平米,99,中楼层(共6层) 板楼,8482,南|毛坯,2021.02.21
,,,,,
博能信江府 3室2厅 98.67平米,74,低楼层(共32层) 暂无数据,7450,南|毛坯,2021.02.21
,,,,,
天骄家园 2室2厅 94平米,68,中楼层(共7层) 平房,7235,南|简装,2021.02.21
,,,,,
九州奥城 3室2厅 118.43平米,98,中楼层(共7层) 板楼,8242,南|精装,2021.02.20
,,,,,
阳光福邸 4室2厅 144平米,104,低楼层(共6层) 板塔结合,7188,南|精装,2021.02.20
,,,,,
九州奥城 2室2厅 89.42平米,68,中楼层(共7层) 板楼,7549,南北|简装,2021.02.20
,,,,,
美地印象 3室2厅 108.06平米,77,高楼层(共16层) 板塔结合,7126,南|精装,2021.02.20
,,,,,
香樟花園 5室2厅 105平米,80,高楼层(共6层) 板塔结合,7543,南北|毛坯,2021.02.20
,,,,,
阳明花园 3室2厅 121.38平米,79,中楼层(共7层) 板楼,6476,南|精装,2021.02.20
,,,,,
香樟花園 3室2厅 124平米,85,中楼层(共6层) 板塔结合,6855,南|毛坯,2021.02.20
,,,,,
天一尊邸 4室2厅 122.44平米,83,低楼层(共6层) 板楼,6721,南|精装,2021.02.19
,,,,,
天宇星城 3室2厅 138平米,100,低楼层(共21层) 板楼,7247,南北|毛坯,2021.02.19
,,,,,
上饶丽城 3室2厅 124.74平米,119,低楼层(共11层) 板楼,9540,南|精装,2021.02.19
,,,,,
博能瀚林院 2室1厅 99.28平米,59,中楼层(共28层) 塔楼,5923,北南|毛坯,2021.02.19
,,,,,
公园道1号尊品 4室2厅 219平米,196,中楼层(共29层) 板楼,8950,南西北|毛坯,2021.02.18
,,,,,
龙湖一品 3室2厅 131.78平米,140,高楼层(共17层) 板楼,10624,南|简装,2021.02.18
,,,,,
公园道1号 2室2厅 90.68平米,84,低楼层(共16层) 塔楼,9264,南|精装,2021.02.18
,,,,,
明阳大学公馆 3室2厅 98平米,72,中楼层(共17层) 板楼,7307,东南|毛坯,2021.02.18
,,,,,
万达华府 4室2厅 125.24平米,139,中楼层(共32层) 板楼,11067,南|精装,2021.02.17
,,,,,
友邦广场 1室1厅 45.4平米,36,低楼层(共26层) 板楼,7820,南|毛坯,2021.02.17
,,,,,
友邦壹号公馆 4室2厅 123.79平米,120,低楼层(共29层) 板塔结合,9694,东|毛坯,2021.02.16
,,,,,
蓝山国际 2室2厅 79平米,82,中楼层(共18层) 板楼,10380,西|精装,2021.02.16
,,,,,
紫阳名邸 2室1厅 70.07平米,60,高楼层(共28层) 板楼,8449,南|精装,2021.02.16
,,,,,
汇成·凡尔赛 3室2厅 92.6平米,83,中楼层(共30层) 板楼,8964,南|毛坯,2021.02.15
,,,,,
东达紫阳城 5室3厅 220平米,215,高楼层(共15层) 板楼,9773,南|精装,2021.02.12
,,,,,
万景名苑 3室1厅 68.74平米,45,中楼层(共17层) 板楼,6547,南北|精装,2021.02.11
,,,,,
红海外滩 4室2厅 125.13平米,113,中楼层(共31层) 板塔结合,8999,南|毛坯,2021.02.10
,,,,,
美地印象 3室2厅 133平米,77,中楼层(共11层) 板塔结合,5790,南|毛坯,2021.02.10
,,,,,
公园道1号尊品 4室2厅 131.54平米,145,中楼层(共26层) 板楼,11024,南北|精装,2021.02.09
,,,,,
槠溪·碧水香邻 3室2厅 127.2平米,104,中楼层(共11层) 板楼,8137,东南|简装,2021.02.09
,,,,,
花郡 3室2厅 125.75平米,118,高楼层(共24层) 板楼,9344,南|毛坯,2021.02.09
,,,,,
御景天下 3室2厅 128平米,152,低楼层(共18层) 板楼,11860,南北|精装,2021.02.09
,,,,,
恒安领寓 3室2厅 100.22平米,59,高楼层(共17层) 板塔结合,5868,南北|毛坯,2021.02.09
,,,,,
嘉禾雅居 3室2厅 132.4平米,82,高楼层(共6层) 板塔结合,6194,南|精装,2021.02.09
,,,,,
铁路新村 2室1厅 52.38平米,39,高楼层(共6层) 暂无数据,7370,南|简装,2021.02.09
,,,,,
亿升滨江花园 3室2厅 139.47平米,148,中楼层(共29层) 板楼,10583,南北|毛坯,2021.02.09
,,,,,
远泉之春 5室3厅 147.11平米,74,高楼层(共6层) 板塔结合,4983,南|毛坯,2021.02.09
,,,,,
园中园 7室2厅 380平米,236,低楼层(共3层) 暂无数据,6211,南北|毛坯,2021.02.08
,,,,,
大井头4号 3室1厅 70平米,45,高楼层(共5层) 暂无数据,6358,东南|精装,2021.02.08
,,,,,
怡景楼 3室2厅 134.33平米,76,中楼层(共7层) 板楼,5628,南|精装,2021.02.08
,,,,,
友邦華城 3室2厅 142.28平米,92,高楼层(共20层) 板楼,6467,南|毛坯,2021.02.08
,,,,,
带湖花城 3室2厅 155.72平米,114,中楼层(共12层) 板塔结合,7315,南|毛坯,2021.02.08
,,,,,
金龙城 3室2厅 143.23平米,167,中楼层(共11层) 板楼,11660,南|毛坯,2021.02.08
,,,,,
奥林至尊 4室2厅 186.54平米,152,中楼层(共27层) 暂无数据,8098,南北|毛坯,2021.02.08
,,,,,
中央一品 3室2厅 87.4平米,62,高楼层(共7层) 板楼,7094,东南|简装,2021.02.08
,,,,,
上饶丽城 3室2厅 89.01平米,88,高楼层(共10层) 板楼,9876,南|毛坯,2021.02.08
,,,,,
友邦華城 3室2厅 137.79平米,100,高楼层(共12层) 板楼,7258,南|简装,2021.02.07
,,,,,
龙湖一品 2室2厅 58.62平米,76,中楼层(共17层) 板楼,12965,南|其他,2021.02.07
,,,,,
信州壹号 3室2厅 124.71平米,92,中楼层(共18层) 板楼,7378,西南|毛坯,2021.02.06
,,,,,
锦绣年华三期 3室2厅 135.28平米,81,中楼层(共11层) 板楼,5988,南|毛坯,2021.02.06
,,,,,
蔚蓝香廷 5室2厅 173.47平米,114,高楼层(共18层) 塔楼,6538,南|毛坯,2021.02.06
,,,,,
九州奥城 5室2厅 276.83平米,220,中楼层(共5层) 板楼,7948,南北|毛坯,2021.02.06
,,,,,
博能信江府 4室2厅 195.57平米,150,中楼层(共24层) 板塔结合,7645,南|毛坯,2021.02.06
,,,,,
槠溪·碧水香邻 3室2厅 122.5平米,91,高楼层(共11层) 板楼,7429,东南|毛坯,2021.02.06
,,,,,
万景名苑 2室1厅 68.74平米,51,高楼层(共17层) 板楼,7347,南|精装,2021.02.06
,,,,,
和锦園 5室4厅 103平米,155,低楼层(共6层) 板楼,15049,南|精装,2021.02.06
,,,,,
亿豪星城 4室2厅 110平米,94,高楼层(共28层) 板楼,8546,南北|毛坯,2021.02.06
,,,,,
东湖花园 3室2厅 141.51平米,110,中楼层(共11层) 板楼,7774,南北|简装,2021.02.05
,,,,,
阳明花园 3室2厅 126.55平米,73,中楼层(共7层) 板楼,5769,南|简装,2021.02.05
,,,,,
带湖路40号 2室1厅 65平米,37,中楼层(共6层) 暂无数据,5693,南北|简装,2021.02.05
,,,,,
大学春城 1室1厅 47.94平米,40,中楼层(共11层) 塔楼,8344,南|精装,2021.02.05
,,,,,
凯旋如意城 1室1厅 38.17平米,42,高楼层(共18层) 板楼,11004,南|精装,2021.02.05
,,,,,
明珠广场 2室2厅 74平米,49,高楼层(共17层) 塔楼,6609,北|精装,2021.02.05
,,,,,
龙华世纪城 3室2厅 125平米,97,低楼层(共33层) 板楼,7760,南|毛坯,2021.02.05
,,,,,
和锦園 3室2厅 116.23平米,93,中楼层(共11层) 板楼,8002,南北|毛坯,2021.02.05
,,,,,
紫阳华庭 3室2厅 149平米,130,中楼层(共17层) 板塔结合,8725,南|精装,2021.02.04
,,,,,
蓝天公寓 3室2厅 107平米,62,高楼层(共6层) 板楼,5795,南|精装,2021.02.04
,,,,,
凤凰首府 2室2厅 89.28平米,56,中楼层(共7层) 板楼,6193,南|毛坯,2021.02.04
,,,,,
北園 3室2厅 94平米,69,低楼层(共7层) 平房,7341,南北|简装,2021.02.04
,,,,,
永隆米兰春天 1室1厅 21.47平米,26,低楼层(共11层) 板楼,11952,南|简装,2021.02.04
,,,,,
带湖路39号 3室2厅 86平米,58,低楼层(共3层) 板塔结合,6745,南|其他,2021.02.04
,,,,,
万达晶座 1室1厅 35.1平米,30,中楼层(共29层) 塔楼,8548,南|精装,2021.02.04
,,,,,
公园道1号 3室2厅 142.86平米,123,中楼层(共16层) 塔楼,8610,南北|毛坯,2021.02.04
,,,,,
信江东路8号 2室2厅 89.5平米,46,高楼层(共8层) 板塔结合,5118,东南|简装,2021.02.04
,,,,,
博能信江府 3室2厅 98.63平米,78,中楼层(共29层) 暂无数据,7886,东南|毛坯,2021.02.03
,,,,,
建亨上东城 3室2厅 100.33平米,76,中楼层(共24层) 板楼,7526,东|毛坯,2021.02.03
,,,,,
沿河西路 3室1厅 78.06平米,49,高楼层(共5层) 暂无数据,6278,南北|精装,2021.02.03
,,,,,
绿景家园 3室2厅 143平米,96,中楼层(共8层) 板楼,6714,东南|精装,2021.02.03
,,,,,
中山西路127号 3室1厅 67.1平米,62,中楼层(共5层) 暂无数据,9240,东南南|简装,2021.02.03
,,,,,
万达华府 3室2厅 86.96平米,99,低楼层(共30层) 板楼,11385,南|精装,2021.02.02
,,,,,
粮食局宿舍 3室2厅 122.96平米,75,中楼层(共7层) 暂无数据,6100,南|简装,2021.02.02
,,,,,
带湖路26号 2室2厅 90.7平米,41,高楼层(共6层) 板楼,4521,南北|简装,2021.02.02
,,,,,
富金新世界 3室2厅 98平米,68,低楼层(共18层) 暂无数据,6919,南|精装,2021.02.02
